[0.21185226 0.78814774]
[0.19273974 0.80726026]
[0.92437484 0.07562516]
[0.07506375 0.92493625]
[0.26569878 0.73430122]
[0.03794288 0.96205712]
[0.01473599 0.98526401]
[0.25534449 0.74465551]
[0.32749883 0.67250117]
[0.26191836 0.73808164]
[0.36696646 0.63303354]
[0.16837778 0.83162222]
[0.196852 0.803148]
[0.53593858 0.46406142]
[0.23114985 0.76885015]
[0.1517887 0.8482113]
[0.17343749 0.82656251]
[0.12080498 0.87919502]
[0.18216795 0.81783205]
[0.01424193 0.98575807]
[0.07717977 0.92282023]
[0.23388599 0.76611401]
[0.22082862 0.77917138]
[0.32231423 0.67768577]
[0.12265523 0.87734477]
[0.01473599 0.98526401]
[0.93664364 0.06335636]
[0.23929928 0.76070072]
[0.24135617 0.75864383]
[0.33023277 0.66976723]
[0.13136331 0.86863669]
[0.2434925 0.7565075]
[0.07757641 0.92242359]
[0.09590221 0.90409779]
[0.19898831 0.80101169]
[0.37267068 0.62732932]
[0.1777896 0.8222104]
[0.17967601 0.82032399]
[0.22902302 0.77097698]
[0.13062938 0.86937062]
[0.30368887 0.69631113]
[0.17372908 0.82627092]
[0.98407372 0.01592628]
[0.40130399 0.59869601]
[0.22522109 0.77477891]
[0.20986525 0.79013475]
[0.29878057 0.70121943]
[0.22529188 0.77470812]
[0.29566829 0.70433171]
[0.11642522 0.88357478]
[0.01421185 0.98578815]
[0.1228044 0.8771956]
[0.2822707 0.7177293]
[0.28905743 0.71094257]
[0.26476561 0.73523439]
[0.09425885 0.90574115]
[0.89365164 0.10634836]
[0.22461392 0.77538608]
[0.22447665 0.77552335]
[0.23687761 0.76312239]
[0.01200846 0.98799154]
[0.2149568 0.7850432]
[0.03094911 0.96905089]
[0.1203864 0.8796136]
[0.29566829 0.70433171]
[0.06831283 0.93168717]
[0.50378303 0.49621697]
[0.00888544 0.99111456]
[0.10009671 0.89990329]
[0.21534948 0.78465052]
[0.25508272 0.74491728]
[0.90131889 0.09868111]
[0.23929928 0.76070072]
[0.29002867 0.70997133]
[0.33185062 0.66814938]
[0.2377893 0.7622107]
[0.17217987 0.82782013]
[0.90953778 0.09046222]
[0.01473599 0.98526401]
[0.00876865 0.99123135]
[0.50292491 0.49707509]
[0.33172754 0.66827246]
[0.14822991 0.85177009]
[0.39403543 0.60596457]
[0.78767722 0.21232278]
[0.32749883 0.67250117]
[0.65372274 0.34627726]
[0.26679785 0.73320215]
[0.28792534 0.71207466]
[0.22527338 0.77472662]
[0.31813097 0.68186903]
[0.22336864 0.77663136]
[0.26378643 0.73621357]
[0.81688751 0.18311249]
[0.1418642 0.8581358]
[0.99125802 0.00874198]
[0.13606939 0.86393061]
[0.14524895 0.85475105]
[0.0926003 0.9073997]
[0.07256641 0.92743359]
[0.28470941 0.71529059]
[0.33328731 0.66671269]
[0.2923024 0.7076976]
[0.8828273 0.1171727]
[0.09990292 0.90009708]
[0.53927835 0.46072165]
[0.11321463 0.88678537]
[0.23333822 0.76666178]
[0.11817257 0.88182743]
[0.42789967 0.57210033]
[0.30382894 0.69617106]
[0.42014757 0.57985243]
[0.16659913 0.83340087]
[0.28202473 0.71797527]
[0.18439358 0.81560642]
[0.4219349 0.5780651]
[0.07610919 0.92389081]
[0.45935302 0.54064698]
[0.41126184 0.58873816]
[0.17622322 0.82377678]
[0.30986017 0.69013983]
[0.62354616 0.37645384]
[0.09414531 0.90585469]
[0.10009671 0.89990329]
[0.16749518 0.83250482]
[0.11237999 0.88762001]
[0.04397128 0.95602872]
[0.37826026 0.62173974]
[0.35451676 0.64548324]
[0.42712719 0.57287281]
[0.55233571 0.44766429]
[0.00163364 0.99836636]
[0.15734748 0.84265252]
[0.39225891 0.60774109]
[0.32921521 0.67078479]
[0.21535055 0.78464945]
[0.18314754 0.81685246]
[0.24267767 0.75732233]
[0.08165299 0.91834701]
[0.08383795 0.91616205]
[0.17360616 0.82639384]
[0.0968341 0.9031659]
[0.91154922 0.08845078]
[0.19980334 0.80019666]
[0.46009481 0.53990519]
[0.21965559 0.78034441]
[0.40832059 0.59167941]
[0.24221778 0.75778222]
[0.25322227 0.74677773]
[0.13136331 0.86863669]
[0.03838133 0.96161867]
[0.40758232 0.59241768]
[0.11384002 0.88615998]
[0.24318958 0.75681042]
[0.09607257 0.90392743]
[0.44523563 0.55476437]
[0.01587022 0.98412978]
[0.57160327 0.42839673]
[0.15372243 0.84627757]
[0.16403397 0.83596603]
[0.30125031 0.69874969]
[0.63908851 0.36091149]
[0.6659262 0.3340738]
[0.35021305 0.64978695]
[0.21348326 0.78651674]
[0.15552187 0.84447813]
[0.30291233 0.69708767]
[0.188338 0.811662]
[0.22954253 0.77045747]
[0.01200846 0.98799154]
[0.22654373 0.77345627]
[0.31729724 0.68270276]
[0.35288976 0.64711024]
[0.05201051 0.94798949]
[0.72929393 0.27070607]
[0.0810857 0.9189143]
[0.6294185 0.3705815]
[0.11554198 0.88445802]
[0.35586059 0.64413941]
[0.12867833 0.87132167]
[0.1203864 0.8796136]
[0.13136331 0.86863669]
[0.09542267 0.90457733]
[0.2727817 0.7272183]
[0.17496266 0.82503734]
[0.33219683 0.66780317]
[0.33755379 0.66244621]
[0.17431413 0.82568587]
[0.4219349 0.5780651]
[0.06596478 0.93403522]
[0.11338772 0.88661228]
[0.23687761 0.76312239]
[0.23199012 0.76800988]
[0.26532422 0.73467578]
[0.41946543 0.58053457]
[0.05865465 0.94134535]
[0.04678715 0.95321285]
[0.12802617 0.87197383]
[0.10795454 0.89204546]
[0.27798485 0.72201515]
[0.20504736 0.79495264]
[0.82961119 0.17038881]
[0.3420483 0.6579517]
[0.01473599 0.98526401]
[0.06620321 0.93379679]
[0.2377893 0.7622107]
[0.22316942 0.77683058]
[0.47120562 0.52879438]
[0.12726903 0.87273097]
[0.2923024 0.7076976]
[0.24209534 0.75790466]
[0.13336707 0.86663293]
[0.0885014 0.9114986]
[0.09931117 0.90068883]
[0.40219072 0.59780928]
[0.12802617 0.87197383]
[0.33784345 0.66215655]
[0.59205325 0.40794675]
[0.14522741 0.85477259]
[0.28905743 0.71094257]
[0.09926666 0.90073334]
[0.80651385 0.19348615]
[0.26217667 0.73782333]
[0.06882544 0.93117456]
[0.12806406 0.87193594]
[0.21057144 0.78942856]
[0.04648659 0.95351341]
[0.44127084 0.55872916]
[0.09657425 0.90342575]
[0.47316474 0.52683526]
[0.22021076 0.77978924]
[0.27298548 0.72701452]
[0.29566829 0.70433171]
[0.24059495 0.75940505]
[0.53572235 0.46427765]
[0.05936868 0.94063132]
[0.49159994 0.50840006]
[0.12746494 0.87253506]
[0.2377893 0.7622107]
[0.23506144 0.76493856]
[0.11340875 0.88659125]
[0.12554272 0.87445728]
[0.56429085 0.43570915]
[0.11351738 0.88648262]
[0.20205177 0.79794823]
[0.23929928 0.76070072]
[0.26352859 0.73647141]
[0.29126157 0.70873843]
[0.32769559 0.67230441]
[0.2748939 0.7251061]
[0.14906387 0.85093613]
[0.06554363 0.93445637]
[0.20390953 0.79609047]
[0.0347166 0.9652834]
[0.22791146 0.77208854]
[0.09590221 0.90409779]
[0.26793461 0.73206539]
[0.44954113 0.55045887]
[0.12802617 0.87197383]
[0.26628476 0.73371524]
[0.16686736 0.83313264]
[0.81570098 0.18429902]
[0.20378257 0.79621743]
[0.30813083 0.69186917]
[0.03539622 0.96460378]
[0.05734848 0.94265152]
[0.2923024 0.7076976]
[0.30075298 0.69924702]
[0.2822707 0.7177293]
[0.56837849 0.43162151]
[0.08384961 0.91615039]
[0.0016074 0.9983926]
[0.25047205 0.74952795]
[0.03734156 0.96265844]
[0.19650207 0.80349793]
[0.26217519 0.73782481]
[0.35777876 0.64222124]
[0.13298833 0.86701167]
[0.22206354 0.77793646]
[0.29845593 0.70154407]
[0.00157365 0.99842635]
[0.0972755 0.9027245]
[0.09440167 0.90559833]
[0.95407925 0.04592075]
[0.23653749 0.76346251]
[0.09626101 0.90373899]
[0.14774976 0.85225024]
[0.26804513 0.73195487]
[0.05213253 0.94786747]
[0.40130399 0.59869601]
[0.85113421 0.14886579]
[0.27082924 0.72917076]
[0.02613084 0.97386916]
[0.11207902 0.88792098]
[0.2488145 0.7511855]
[0.11498496 0.88501504]
[0.00619256 0.99380744]
[0.12704083 0.87295917]
[0.45915445 0.54084555]
[0.34250325 0.65749675]
[0.35291561 0.64708439]
[0.59758749 0.40241251]
[0.0670432 0.9329568]
[0.24318958 0.75681042]
[0.19164339 0.80835661]
[0.38360927 0.61639073]
[0.03637879 0.96362121]
[0.14421869 0.85578131]
[0.06986192 0.93013808]
[0.40607259 0.59392741]
[0.11013172 0.88986828]
[0.91915852 0.08084148]
[0.21912103 0.78087897]
[0.2875525 0.7124475]
[0.23929928 0.76070072]
[0.26958764 0.73041236]
[0.26605135 0.73394865]
[0.12395308 0.87604692]
[0.33752161 0.66247839]
[0.44404659 0.55595341]
[0.01332727 0.98667273]
[0.09878281 0.90121719]
[0.13927712 0.86072288]
[0.01142082 0.98857918]
[0.01223681 0.98776319]
[0.17479653 0.82520347]
[0.23929928 0.76070072]
[0.26532422 0.73467578]
[0.02296518 0.97703482]
[0.20919475 0.79080525]
[0.12384067 0.87615933]
[0.26028557 0.73971443]
[0.99893496 0.00106504]
[0.50106717 0.49893283]
[0.46652207 0.53347793]
[0.28234818 0.71765182]
[0.07851586 0.92148414]
[0.11484374 0.88515626]
[0.2822707 0.7177293]
[0.23016889 0.76983111]
[0.67033176 0.32966824]
[0.28792534 0.71207466]
[0.18829242 0.81170758]
[0.01260455 0.98739545]
[0.09024552 0.90975448]
[0.28905743 0.71094257]
[0.0126039 0.9873961]
[0.05178152 0.94821848]
[0.01166329 0.98833671]
[0.17496266 0.82503734]
[0.04768904 0.95231096]
[0.16382549 0.83617451]
[0.44693951 0.55306049]
[0.23374953 0.76625047]
[0.01644579 0.98355421]
[0.0496231 0.9503769]
[0.14012642 0.85987358]
[0.86802074 0.13197926]
[0.18332195 0.81667805]
[0.32674508 0.67325492]
[0.01291354 0.98708646]
[0.00907458 0.99092542]
[0.08295496 0.91704504]
[0.26369749 0.73630251]
[0.47799159 0.52200841]
[0.00337986 0.99662014]
[0.3752253 0.6247747]
[0.2822707 0.7177293]
[0.05117593 0.94882407]
[0.00591734 0.99408266]
[0.19388066 0.80611934]
[0.40025599 0.59974401]
[0.24832168 0.75167832]
[0.01234212 0.98765788]
[0.20607542 0.79392458]
[0.22045285 0.77954715]
[0.15844448 0.84155552]
[0.03983601 0.96016399]
[0.11177089 0.88822911]
[0.26327435 0.73672565]
[0.03380956 0.96619044]
[0.73695254 0.26304746]
[0.38897228 0.61102772]
[0.24134286 0.75865714]
[0.23687761 0.76312239]
[0.28905743 0.71094257]
[0.14676092 0.85323908]
[0.8403068 0.1596932]
[0.30270096 0.69729904]
[0.00717624 0.99282376]
[0.24341236 0.75658764]
[0.23494859 0.76505141]
[0.35156326 0.64843674]
[0.13322557 0.86677443]
[0.32678976 0.67321024]
[0.15838062 0.84161938]
[0.02795123 0.97204877]
[0.22307602 0.77692398]
[0.1871818 0.8128182]
[0.14003569 0.85996431]
[0.17233991 0.82766009]
[0.19471594 0.80528406]
[0.78389685 0.21610315]
[0.08950748 0.91049252]
[0.24318958 0.75681042]
[0.0988823 0.9011177]
[0.46252433 0.53747567]
[0.12895708 0.87104292]
[0.10009671 0.89990329]
[0.0926948 0.9073052]
[0.1118498 0.8881502]
[0.09990292 0.90009708]
[0.06322768 0.93677232]
[0.26586119 0.73413881]
[0.33755379 0.66244621]
[0.49086782 0.50913218]
[0.59245662 0.40754338]
[0.11069207 0.88930793]
[0.12265523 0.87734477]
[0.05442246 0.94557754]
[0.98667235 0.01332765]
[0.29845593 0.70154407]
[0.12859724 0.87140276]
[0.0117589 0.9882411]
[0.2231035 0.7768965]
[0.2488145 0.7511855]
[0.06674802 0.93325198]
[0.18538937 0.81461063]
[0.28905743 0.71094257]
[0.01473599 0.98526401]
[0.93719873 0.06280127]
[0.33044368 0.66955632]
[0.13365324 0.86634676]
[0.20764346 0.79235654]
[0.25508272 0.74491728]
[0.30609794 0.69390206]
[0.01473599 0.98526401]
[0.29462672 0.70537328]
[0.13743385 0.86256615]
[0.09800794 0.90199206]
[0.10708176 0.89291824]
[0.15408376 0.84591624]
[0.16196963 0.83803037]
[0.01821767 0.98178233]
[0.15283013 0.84716987]
[0.34930367 0.65069633]
[0.14982097 0.85017903]
[0.13630552 0.86369448]
[0.15616973 0.84383027]
[0.19520297 0.80479703]
[0.21763301 0.78236699]
[0.26532422 0.73467578]
[0.10640758 0.89359242]
[0.24066686 0.75933314]
[0.28792534 0.71207466]
[0.12265523 0.87734477]
[0.14374528 0.85625472]
[0.18676589 0.81323411]
[0.34590064 0.65409936]
[0.2591422 0.7408578]
[0.24555713 0.75444287]
[0.11026104 0.88973896]
[0.13521586 0.86478414]
[0.3190563 0.6809437]
[0.15590131 0.84409869]
[0.34562782 0.65437218]
[0.3524973 0.6475027]
[0.34698232 0.65301768]
[0.41474057 0.58525943]
[0.00907458 0.99092542]
[0.07159449 0.92840551]
[0.27798485 0.72201515]
[0.12627948 0.87372052]
[0.38580413 0.61419587]
[0.18957511 0.81042489]
[0.18581008 0.81418992]
[0.33985834 0.66014166]
[0.09393122 0.90606878]
[0.1425488 0.8574512]
[0.12025303 0.87974697]
[0.61541063 0.38458937]
[0.22697157 0.77302843]
[0.32810837 0.67189163]
[0.38788902 0.61211098]
[0.06801586 0.93198414]
[0.17565747 0.82434253]
[0.69320578 0.30679422]
[0.17258834 0.82741166]
[0.15338934 0.84661066]
[0.06563571 0.93436429]
[0.18676589 0.81323411]
[0.03249424 0.96750576]
[3.47356474e-05 9.99965264e-01]
[0.55073578 0.44926422]
[0.23080614 0.76919386]
[0.29935024 0.70064976]
[0.35389669 0.64610331]
[0.1987407 0.8012593]
[0.32805181 0.67194819]
[0.03891619 0.96108381]
[0.48714199 0.51285801]
[0.28470941 0.71529059]
[0.01305067 0.98694933]
[0.00849522 0.99150478]
[0.34182987 0.65817013]
[0.26384899 0.73615101]
[0.16102046 0.83897954]
[0.27599404 0.72400596]
[0.28905743 0.71094257]
[0.00775823 0.99224177]
[0.41797357 0.58202643]
[0.24318958 0.75681042]
[0.09407518 0.90592482]
[0.06370297 0.93629703]
[0.142713 0.857287]
[0.23914116 0.76085884]
[0.24960145 0.75039855]
[0.12804556 0.87195444]
[0.2591422 0.7408578]
[0.08068644 0.91931356]
[0.23114985 0.76885015]
[0.18945445 0.81054555]
[0.32432497 0.67567503]
[0.21337081 0.78662919]
[0.18424474 0.81575526]
[0.2135162 0.7864838]
[0.29402501 0.70597499]
[0.28470941 0.71529059]
[0.18519307 0.81480693]
[0.01215174 0.98784826]
[0.40770428 0.59229572]
[0.17076191 0.82923809]
[0.06649857 0.93350143]
[0.09833243 0.90166757]
[0.3676895 0.6323105]
[0.09200573 0.90799427]
[0.17651281 0.82348719]
[0.08524771 0.91475229]
[0.47659785 0.52340215]
[0.0926003 0.9073997]
[0.27798485 0.72201515]
[0.17979718 0.82020282]
[0.0956111 0.9043889]
[0.00849522 0.99150478]
[0.66122105 0.33877895]
[0.07447447 0.92552553]
[0.28144729 0.71855271]
[0.70634894 0.29365106]
[0.24318958 0.75681042]
[0.29717437 0.70282563]
[0.12802617 0.87197383]
[0.0914574 0.9085426]
[0.69108218 0.30891782]
[0.38946279 0.61053721]
[0.41490688 0.58509312]
[0.1337443 0.8662557]
[0.10057743 0.89942257]
[0.98410894 0.01589106]
[0.33137818 0.66862182]
[0.41666458 0.58333542]
[0.32136813 0.67863187]
[0.66121273 0.33878727]
[0.18590851 0.81409149]
[0.21812089 0.78187911]
[0.11348358 0.88651642]
[0.15478001 0.84521999]
[0.1203864 0.8796136]
[0.19834482 0.80165518]
[0.12265523 0.87734477]
[0.4765922 0.5234078]
[0.31375516 0.68624484]
[0.09838341 0.90161659]
[0.09425885 0.90574115]
[0.05718395 0.94281605]
[0.18112868 0.81887132]
[0.1223866 0.8776134]
[0.08984325 0.91015675]
[0.21550612 0.78449388]
[0.57539044 0.42460956]
[0.14867284 0.85132716]
[0.0926003 0.9073997]
[0.01595812 0.98404188]
[0.10837181 0.89162819]
[0.01215174 0.98784826]
[0.32769559 0.67230441]
[0.89249827 0.10750173]
[0.08115969 0.91884031]
[0.25322895 0.74677105]
[0.08741181 0.91258819]
[0.01260455 0.98739545]
[0.38348461 0.61651539]
[0.29566829 0.70433171]
[0.39403543 0.60596457]
[0.09542507 0.90457493]
[0.09451514 0.90548486]
[0.20787291 0.79212709]
[0.37791241 0.62208759]
[0.28078156 0.71921844]
[0.48281912 0.51718088]
[0.20330044 0.79669956]
[0.09990292 0.90009708]
[0.1728535 0.8271465]
[0.0296685 0.9703315]
[0.09590221 0.90409779]
[0.18318685 0.81681315]
[0.12265523 0.87734477]
[0.01473599 0.98526401]
[0.29002075 0.70997925]
[0.63493158 0.36506842]
[0.10389009 0.89610991]
[0.29402501 0.70597499]
[0.06511722 0.93488278]
[0.31657986 0.68342014]
[0.34602265 0.65397735]
[0.36206248 0.63793752]
[0.01218107 0.98781893]
[0.16025375 0.83974625]
[0.47198738 0.52801262]
[0.03049593 0.96950407]
[0.00131684 0.99868316]
[0.240741 0.759259]
[0.33800312 0.66199688]
[0.26120204 0.73879796]
[0.05544982 0.94455018]
[0.50119397 0.49880603]
[0.14257887 0.85742113]
[0.08057431 0.91942569]
[0.17095846 0.82904154]
[0.29101243 0.70898757]
[0.25769602 0.74230398]
[0.2591422 0.7408578]
[0.05954433 0.94045567]
[0.03022252 0.96977748]
[0.69307579 0.30692421]
[0.19164669 0.80835331]
[0.05700056 0.94299944]
[0.04418088 0.95581912]
[0.28470941 0.71529059]
[0.16493667 0.83506333]
[0.99894766 0.00105234]
[0.27798485 0.72201515]
[0.90931824 0.09068176]
[0.13967281 0.86032719]
[0.13957473 0.86042527]
[0.01473599 0.98526401]
[0.01473599 0.98526401]
[0.29227029 0.70772971]
[0.03535221 0.96464779]
[0.18602804 0.81397196]
[0.22431229 0.77568771]
[0.0915964 0.9084036]
[0.15317717 0.84682283]
[0.18523065 0.81476935]
[0.08127006 0.91872994]
[0.88413162 0.11586838]
[0.72542306 0.27457694]
[0.12746494 0.87253506]
[0.45742777 0.54257223]
[0.06177975 0.93822025]
[0.53547739 0.46452261]
[0.2468135 0.7531865]
[0.0133548 0.9866452]
[0.08984325 0.91015675]
[0.09800794 0.90199206]
[0.10977789 0.89022211]
[0.04459046 0.95540954]
[0.76722422 0.23277578]
[0.29809437 0.70190563]
[0.2418443 0.7581557]
[0.29920211 0.70079789]
[0.06646616 0.93353384]
[0.31166558 0.68833442]
[0.15402905 0.84597095]
[0.20211162 0.79788838]
[0.27591488 0.72408512]
[0.24318958 0.75681042]
[0.20804187 0.79195813]
[0.2947795 0.7052205]
[0.60959535 0.39040465]
[0.31267111 0.68732889]
[0.17152104 0.82847896]
[0.6090343 0.3909657]
[0.92444154 0.07555846]
[0.15317717 0.84682283]
[0.12380652 0.87619348]
[0.46789496 0.53210504]
[0.01042493 0.98957507]
[0.11305894 0.88694106]
[0.28618274 0.71381726]
[0.34693726 0.65306274]
[0.27209483 0.72790517]
[0.09749013 0.90250987]
[0.51071845 0.48928155]
[0.2401563 0.7598437]
[0.2377893 0.7622107]
[0.16165066 0.83834934]
[0.30449338 0.69550662]
[0.29402501 0.70597499]
[0.41468861 0.58531139]
[0.05178152 0.94821848]
[0.12168274 0.87831726]
[0.29591806 0.70408194]
[0.49691258 0.50308742]
[0.05418112 0.94581888]
[0.17673882 0.82326118]
[0.11982588 0.88017412]
[0.26802484 0.73197516]
[0.26048274 0.73951726]
[0.21055655 0.78944345]
[0.29947322 0.70052678]
[0.0678409 0.9321591]
[0.26760317 0.73239683]
[0.01966197 0.98033803]
[0.01198747 0.98801253]
[0.34137313 0.65862687]
[0.23494859 0.76505141]
[0.03241535 0.96758465]
[0.46009481 0.53990519]
[0.07747016 0.92252984]
[0.12395308 0.87604692]
[0.30291237 0.69708763]
[0.11699344 0.88300656]
[0.3866426 0.6133574]
[0.11059484 0.88940516]
[0.01473599 0.98526401]
[0.20112071 0.79887929]
[0.06323776 0.93676224]
[0.13359021 0.86640979]
[0.20568503 0.79431497]
[0.17212857 0.82787143]
[0.41607992 0.58392008]
[0.24987818 0.75012182]
[0.15998439 0.84001561]
[0.49502804 0.50497196]
[0.11920699 0.88079301]
[0.39485977 0.60514023]
[0.12080498 0.87919502]
[0.17818733 0.82181267]
[0.11301006 0.88698994]
[0.49428129 0.50571871]
[0.06957792 0.93042208]
[0.19349903 0.80650097]
[0.28528875 0.71471125]
[0.27798485 0.72201515]
[0.09702258 0.90297742]
[0.12567222 0.87432778]
[0.07891583 0.92108417]
[0.00920411 0.99079589]
[0.2377893 0.7622107]
[0.00862881 0.99137119]
[0.09393122 0.90606878]
[0.15879106 0.84120894]
[0.32907137 0.67092863]
[0.29845593 0.70154407]
[0.09716914 0.90283086]
[0.42021407 0.57978593]
[0.0612861 0.9387139]
[0.30632259 0.69367741]
[0.25808475 0.74191525]
[0.34232261 0.65767739]
[0.20990878 0.79009122]
[0.33570472 0.66429528]
[0.03470385 0.96529615]
[0.09800794 0.90199206]
[0.34096277 0.65903723]
[0.07623396 0.92376604]
[0.12895708 0.87104292]
[0.12802617 0.87197383]
[0.11021982 0.88978018]
[0.31617805 0.68382195]
[0.03877826 0.96122174]
[0.04745066 0.95254934]
[0.08602137 0.91397863]
[0.16493667 0.83506333]
[0.35644047 0.64355953]
[0.12048093 0.87951907]
[0.23694268 0.76305732]
[0.00597578 0.99402422]
[0.12265523 0.87734477]
[0.11497956 0.88502044]
[0.16533902 0.83466098]
[0.44235556 0.55764444]
[0.09305693 0.90694307]
[0.46885552 0.53114448]
[0.1829528 0.8170472]
[0.47991193 0.52008807]
[0.08490072 0.91509928]
[0.00864886 0.99135114]
[0.06660493 0.93339507]
[0.03127132 0.96872868]
[0.15135668 0.84864332]
[0.24526913 0.75473087]
[0.04662155 0.95337845]
[0.09720492 0.90279508]
[0.00881253 0.99118747]
[0.16842422 0.83157578]
[0.36901832 0.63098168]
[0.33841459 0.66158541]
[0.10706469 0.89293531]
[0.18713685 0.81286315]
[0.03541453 0.96458547]
[0.46205462 0.53794538]
[0.20572893 0.79427107]
[0.30813083 0.69186917]
[0.23494859 0.76505141]
[0.08227241 0.91772759]
[0.5128416 0.4871584]
[0.12907437 0.87092563]
[0.56082708 0.43917292]
[0.13136331 0.86863669]
[0.23993783 0.76006217]
[0.09590221 0.90409779]
[0.34902977 0.65097023]
[0.01297721 0.98702279]
[0.28905743 0.71094257]
[0.09200573 0.90799427]
[0.29402501 0.70597499]
[0.13719774 0.86280226]
[0.06554164 0.93445836]
[0.01048198 0.98951802]
[0.33402189 0.66597811]
[0.0082196 0.9917804]
[0.243809 0.756191]
[0.16234894 0.83765106]
[0.24743992 0.75256008]
[0.13246083 0.86753917]
[0.36637692 0.63362308]
[0.32012577 0.67987423]
[0.09407518 0.90592482]
[0.32988689 0.67011311]
[0.61431071 0.38568929]
[0.27580216 0.72419784]
[0.22244143 0.77755857]
[0.2434925 0.7565075]
[0.19834482 0.80165518]
[0.19443217 0.80556783]
[0.25298663 0.74701337]
[0.01893279 0.98106721]
[0.03667004 0.96332996]
[0.73187858 0.26812142]
[0.39071204 0.60928796]
[0.09819846 0.90180154]
[0.32423761 0.67576239]
[0.00888544 0.99111456]
[0.01254137 0.98745863]
[0.32492571 0.67507429]
[0.03139822 0.96860178]
[0.42407821 0.57592179]
[0.30668571 0.69331429]
[0.22815551 0.77184449]
[0.89261866 0.10738134]
[0.31416303 0.68583697]
[0.01959453 0.98040547]
[0.11884786 0.88115214]
[0.11338772 0.88661228]
[0.06351424 0.93648576]
[0.2333985 0.7666015]
[0.34943693 0.65056307]
[0.18933659 0.81066341]
[0.2748939 0.7251061]
[0.73179424 0.26820576]
[0.18706484 0.81293516]
[0.1449767 0.8550233]
[0.16504759 0.83495241]
[0.00601883 0.99398117]
[0.22833714 0.77166286]
[0.01622304 0.98377696]
[0.71186994 0.28813006]
[0.28674907 0.71325093]
[0.42712719 0.57287281]
[0.23687761 0.76312239]
[0.09800794 0.90199206]
[0.10009671 0.89990329]
[0.22771612 0.77228388]
[0.25193449 0.74806551]
[0.12984748 0.87015252]
[0.07851586 0.92148414]
[0.03345775 0.96654225]
[0.03110487 0.96889513]
[0.0915964 0.9084036]
[0.11314422 0.88685578]
[0.05545839 0.94454161]
[0.12028491 0.87971509]
[0.15235174 0.84764826]
[0.1865437 0.8134563]
[0.00726229 0.99273771]
[0.17846167 0.82153833]
[0.19164636 0.80835364]
[0.28470941 0.71529059]
[0.19123699 0.80876301]
[0.34755938 0.65244062]
[0.20248514 0.79751486]
[0.19298472 0.80701528]
[0.09482222 0.90517778]
[0.00839468 0.99160532]
[0.2788357 0.7211643]
[0.28305005 0.71694995]
[0.01473599 0.98526401]
[0.67442631 0.32557369]
[0.32404095 0.67595905]
[0.00907458 0.99092542]
[0.20048113 0.79951887]
[0.12897655 0.87102345]
[0.27411422 0.72588578]
[0.1981867 0.8018133]
[0.19227195 0.80772805]
[0.1283124 0.8716876]
[0.05371967 0.94628033]
[0.26378643 0.73621357]
[0.23494859 0.76505141]
[0.34702141 0.65297859]
[0.22529188 0.77470812]
[0.33511389 0.66488611]
[0.21685251 0.78314749]
[0.2573852 0.7426148]
[0.18419871 0.81580129]
[0.21079396 0.78920604]
[0.11815294 0.88184706]
[0.15470376 0.84529624]
[0.22410617 0.77589383]
[0.72109256 0.27890744]
[0.19724159 0.80275841]
[0.06517911 0.93482089]
[0.8237555 0.1762445]
[0.27682532 0.72317468]
[0.24855483 0.75144517]
[0.3165875 0.6834125]
[0.42363922 0.57636078]
[0.17029258 0.82970742]
[0.35533501 0.64466499]
[0.30628251 0.69371749]
[0.29566829 0.70433171]
[0.05480181 0.94519819]
[0.13465441 0.86534559]
[0.09719161 0.90280839]
[0.12567222 0.87432778]
[0.12550174 0.87449826]
[0.21776286 0.78223714]
[0.06174775 0.93825225]
[0.2296173 0.7703827]
[0.34565097 0.65434903]
[0.09590221 0.90409779]
[0.28905743 0.71094257]
[0.24774376 0.75225624]
[0.00881253 0.99118747]
[0.37544082 0.62455918]
[0.12395308 0.87604692]
[0.33095132 0.66904868]
[0.05625681 0.94374319]
[0.60864309 0.39135691]
[0.74362479 0.25637521]
[0.06448567 0.93551433]
[0.2268908 0.7731092]
[0.05319644 0.94680356]
[0.20503683 0.79496317]
[0.38846648 0.61153352]
[0.3850003 0.6149997]
[0.92497224 0.07502776]
[0.2377893 0.7622107]
[0.0561337 0.9438663]
[0.87766127 0.12233873]
[0.37410593 0.62589407]
[0.42153339 0.57846661]
[0.25448322 0.74551678]
[0.30461597 0.69538403]
[0.11218633 0.88781367]
[9.08305537e-04 9.99091694e-01]
[0.00895532 0.99104468]
[0.0972755 0.9027245]
[0.43176504 0.56823496]
[0.20993635 0.79006365]
[0.13156896 0.86843104]
[0.23929928 0.76070072]
[0.10009671 0.89990329]
[0.25783054 0.74216946]
[0.17172639 0.82827361]
[0.00888544 0.99111456]
[0.06686969 0.93313031]
[0.06805464 0.93194536]
[0.23494859 0.76505141]
[0.12179998 0.87820002]
[0.24109329 0.75890671]
[0.16537789 0.83462211]
[0.19164339 0.80835661]
[0.0965526 0.9034474]
[0.27851983 0.72148017]
[0.46333885 0.53666115]
[0.95478727 0.04521273]
[0.1131859 0.8868141]
[0.25032044 0.74967956]
[0.12173163 0.87826837]
[0.25037102 0.74962898]
[0.19537326 0.80462674]
[0.71502357 0.28497643]
[0.10009671 0.89990329]
[0.15524116 0.84475884]
[0.23555961 0.76444039]
[0.31260034 0.68739966]
[0.29566829 0.70433171]
[0.022967 0.977033]
